# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.381672654551e-10       4.179499525363e-15       3.519336783494e-13       0.000000000000e+00       8.236342468379e-09       4.535748590434e-10      -1.842360049716e-12 
    3       1.306686948678e-10       5.354349738580e-15       3.955015856143e-13       0.000000000000e+00       5.068764430537e-09       3.217368795770e-10      -1.394920015036e-12 
    4       1.236002131728e-10       4.628865858808e-15       3.698084977311e-13       0.000000000000e+00       3.524744360360e-09       2.436997590813e-10      -9.127420354153e-13 
    5       1.183077325682e-10       3.086039185114e-15       3.148768490960e-13       0.000000000000e+00       2.631980910942e-09       1.925368625238e-10      -5.069339101972e-13 
    6       1.146780682188e-10       1.724512666731e-15       2.535648131190e-13       0.000000000000e+00       2.056887094162e-09       1.566785240197e-10      -2.081012247513e-13 
    7       1.123125261231e-10       9.315388425037e-16       1.990692753357e-13       0.000000000000e+00       1.660291740744e-09       1.303589656105e-10      -1.764540445288e-14 
    8       1.109312047868e-10       6.011014928444e-16       1.571595986820e-13       0.000000000000e+00       1.372925848111e-09       1.103958479184e-10       7.941417082557e-14 
    9       1.102860124215e-10       4.824290689901e-16       1.291091772936e-13       0.000000000000e+00       1.156601756397e-09       9.490325499197e-11       1.064376739855e-13 
   10       1.101461670019e-10       4.107511286022e-16       1.135896107353e-13       0.000000000000e+00       9.888513399192e-10       8.262927255107e-11       8.927913573987e-14 
   11       1.104530204324e-10       3.446473643059e-16       1.079388335928e-13       0.000000000000e+00       8.333804297355e-10       7.300889168050e-11       5.203132547373e-14 
   12       1.110548417555e-10       2.997607931215e-16       1.090992507902e-13       0.000000000000e+00       7.283489560872e-10       6.455585039629e-11       1.227608029490e-14 
   13       1.119013420061e-10       2.870891638279e-16       1.143865953700e-13       0.000000000000e+00       6.421078063785e-10       5.769184661020e-11      -1.798980484401e-14 
   14       1.129451683624e-10       2.986647524047e-16       1.217805552589e-13       0.000000000000e+00       5.703409140170e-10       5.171511881185e-11      -3.451230457390e-14 
   15       1.141729960320e-10       3.227444641235e-16       1.299917035923e-13       0.000000000000e+00       5.099194109540e-10       4.668816988294e-11      -3.750075650383e-14 
   16       1.155095391793e-10       3.568047357588e-16       1.383569798978e-13       0.000000000000e+00       4.585371723549e-10       4.235493495651e-11      -3.091280854984e-14 
   17       1.169823886662e-10       4.063745052659e-16       1.466586557431e-13       0.000000000000e+00       4.144517817699e-10       3.857285554548e-11      -1.994058072771e-14 
   18       1.185283564051e-10       4.768836973542e-16       1.551537679917e-13       0.000000000000e+00       3.761812826773e-10       3.527414640265e-11      -9.473513547214e-15 
   19       1.201587019319e-10       5.686598243990e-16       1.640642668517e-13       0.000000000000e+00       3.431210206035e-10       3.241155969746e-11      -2.117109150805e-15 
   20       1.218661894566e-10       6.797022049998e-16       1.735308582725e-13       0.000000000000e+00       3.139983605008e-10       2.986962371360e-11       4.177462614205e-16 
   21       1.236523080528e-10       8.093681991330e-16       1.835063965530e-13       0.000000000000e+00       2.883572987312e-10       2.760243768846e-11      -1.297338692092e-15 
   22       1.254909989956e-10       9.571673114224e-16       1.938040644022e-13       0.000000000000e+00       2.655859174896e-10       2.555361465662e-11      -5.508529497582e-15 
   23       1.273871342162e-10       1.123298744742e-15       2.040967036969e-13       0.000000000000e+00       2.453721938250e-10       2.371507485609e-11      -1.047337534762e-14 
   24       1.293343531484e-10       1.307993778100e-15       2.139696758155e-13       0.000000000000e+00       2.272498651425e-10       2.207079886816e-11      -1.433776295230e-14 
   25       1.313346126192e-10       1.511338514945e-15       2.231352447989e-13       0.000000000000e+00       2.110064482414e-10       2.060004403164e-11      -1.626982380132e-14 
   26       1.333766699873e-10       1.733607702143e-15       2.313469245594e-13       0.000000000000e+00       1.963485882545e-10       1.926615940669e-11      -1.593292311477e-14 
   27       1.354554928590e-10       1.976815764421e-15       2.384877470539e-13       0.000000000000e+00       1.831009118845e-10       1.805182313060e-11      -1.394339951820e-14 
   28       1.375593415445e-10       2.243494702404e-15       2.445122285141e-13       0.000000000000e+00       1.710354932093e-10       1.693811288578e-11      -1.130870187924e-14 
   29       1.396973816367e-10       2.535051010249e-15       2.494902579339e-13       0.000000000000e+00       1.600910520327e-10       1.592305492444e-11      -8.694894025557e-15 
   30       1.418740788528e-10       2.852519470119e-15       2.535675841122e-13       0.000000000000e+00       1.501504301282e-10       1.500087748757e-11      -6.780634435752e-15 
   31       1.440834315725e-10       3.196900326859e-15       2.568922194105e-13       0.000000000000e+00       1.410112893403e-10       1.415711542721e-11      -6.191278410306e-15 
   32       1.463284558333e-10       3.569252164264e-15       2.594080477386e-13       0.000000000000e+00       1.326266345926e-10       1.338330215459e-11      -6.736533619590e-15 
   33       1.486063232281e-10       3.970625560782e-15       2.609826872435e-13       0.000000000000e+00       1.249373316506e-10       1.266603458766e-11      -7.873687590249e-15 
   34       1.509073030912e-10       4.401987272510e-15       2.614683491751e-13       0.000000000000e+00       1.178359703996e-10       1.198858668015e-11      -9.001020906531e-15 
   35       1.532335917230e-10       4.864055105131e-15       2.607355196139e-13       0.000000000000e+00       1.112863387183e-10       1.135291726264e-11      -9.838993691467e-15 
   36       1.555853382116e-10       5.357392244969e-15       2.586486841044e-13       0.000000000000e+00       1.052360339404e-10       1.076460476857e-11      -1.017398051003e-14 
   37       1.579584244571e-10       5.882533532878e-15       2.550847242445e-13       0.000000000000e+00       9.960648014403e-11       1.022624940075e-11      -9.836497413964e-15 
   38       1.603568810678e-10       6.440299817610e-15       2.500304544539e-13       0.000000000000e+00       9.438322516834e-11       9.735699895755e-12      -8.978626594142e-15 
   39       1.627834272801e-10       7.031581170020e-15       2.435180260242e-13       0.000000000000e+00       8.954978153059e-11       9.286709933845e-12      -7.892068661234e-15 
   40       1.652354205318e-10       7.657251441293e-15       2.356004245495e-13       0.000000000000e+00       8.506015696675e-11       8.868993728049e-12      -6.939791929730e-15 
   41       1.677076330449e-10       8.318123091665e-15       2.263303614819e-13       0.000000000000e+00       8.085489660736e-11       8.471357043717e-12      -6.460932816039e-15 
   42       1.702030342339e-10       9.014796454120e-15       2.156856715745e-13       0.000000000000e+00       7.692167866547e-11       8.093102459131e-12      -6.437208382181e-15 
   43       1.727245621974e-10       9.747759676543e-15       2.036217393470e-13       0.000000000000e+00       7.325011177028e-11       7.735786318938e-12      -6.725650621206e-15 
   44       1.752717500550e-10       1.051742464777e-14       1.900914859723e-13       0.000000000000e+00       6.981355017402e-11       7.399993303167e-12      -7.146718370264e-15 
   45       1.778423192963e-10       1.132416775980e-14       1.750467076316e-13       0.000000000000e+00       6.657862319532e-11       7.085474514773e-12      -7.524061370171e-15 
   46       1.804383257981e-10       1.216847630787e-14       1.584432444839e-13       0.000000000000e+00       6.354027077323e-11       6.791821476755e-12      -7.823314540478e-15 
   47       1.830612752405e-10       1.305083894188e-14       1.402368684868e-13       0.000000000000e+00       6.069498058173e-11       6.517841680600e-12      -8.050953172117e-15 
   48       1.857101292237e-10       1.397170319233e-14       1.203816034526e-13       0.000000000000e+00       5.803022016444e-11       6.261274408726e-12      -8.216027026365e-15 
   49       1.883810779245e-10       1.493147398601e-14       9.882953147138e-14       0.000000000000e+00       5.552376602612e-11       6.018714502156e-12      -8.330320432101e-15 
   50       1.910696995512e-10       1.593048575824e-14       7.553595244839e-14       0.000000000000e+00       5.315040204418e-11       5.786585887057e-12      -8.408810265219e-15 
   51       1.937786571708e-10       1.696891330881e-14       5.047696286448e-14       0.000000000000e+00       5.090571470236e-11       5.564550541851e-12      -8.470815014610e-15 
   52       1.965116981212e-10       1.804683418329e-14       2.363631396186e-14       0.000000000000e+00       4.878759709778e-11       5.352893083439e-12      -8.539434355081e-15 
   53       1.992713375165e-10       1.916425029968e-14      -4.999467381840e-15       0.000000000000e+00       4.678912771006e-11       5.151525687117e-12      -8.641448510126e-15 
   54       2.020587432241e-10       2.032108522163e-14      -3.544102031918e-14       0.000000000000e+00       4.489824628431e-11       4.959961254664e-12      -8.807492367174e-15 
   55       2.048742820623e-10       2.151723057491e-14      -6.769632651227e-14       0.000000000000e+00       4.310143610731e-11       4.777548425318e-12      -9.062346472288e-15 
   56       2.077195808000e-10       2.275270504647e-14      -1.017714245490e-13       0.000000000000e+00       4.139658456597e-11       4.604306445004e-12      -9.392586694168e-15 
   57       2.105957756811e-10       2.402753010797e-14      -1.376697708258e-13       0.000000000000e+00       3.978274971137e-11       4.440250698346e-12      -9.771203018715e-15 
   58       2.135028087405e-10       2.534168353890e-14      -1.753919721684e-13       0.000000000000e+00       3.825626941130e-11       4.285132768582e-12      -1.016657220860e-14 
   59       2.164393385430e-10       2.669509861442e-14      -2.149357366455e-13       0.000000000000e+00       3.681059332653e-11       4.138423807324e-12      -1.054224686188e-14 
   60       2.194026509212e-10       2.808766329331e-14      -2.562958243838e-13       0.000000000000e+00       3.543611488710e-11       3.999297904317e-12      -1.085674447056e-14 
   61       2.223899199246e-10       2.951914158675e-14      -2.994644271006e-13       0.000000000000e+00       3.412284033409e-11       3.866862126655e-12      -1.107301862140e-14 
   62       2.254025233450e-10       3.098891887727e-14      -3.444325175268e-13       0.000000000000e+00       3.286947604084e-11       3.740944597086e-12      -1.118983405920e-14 
   63       2.284425418689e-10       3.249619773266e-14      -3.911887169741e-13       0.000000000000e+00       3.167609206028e-11       3.621454602725e-12      -1.121709182410e-14 
   64       2.315114488421e-10       3.404006746447e-14      -4.397188584656e-13       0.000000000000e+00       3.054138858979e-11       3.508142905704e-12      -1.116686290930e-14 
   65       2.346100638494e-10       3.561950084675e-14      -4.900059511528e-13       0.000000000000e+00       2.946261796549e-11       3.400592939578e-12      -1.105348452671e-14 
   66       2.377385062936e-10       3.723335083483e-14      -5.420301447327e-13       0.000000000000e+00       2.843550665639e-11       3.298212005715e-12      -1.089365637257e-14 
   67       2.408961489753e-10       3.888034728408e-14      -5.957686938655e-13       0.000000000000e+00       2.745417725861e-11       3.200222469695e-12      -1.070653689314e-14 
   68       2.440822252113e-10       4.055922836231e-14      -6.511975206513e-13       0.000000000000e+00       2.651271887709e-11       3.105861260208e-12      -1.051016332513e-14 
   69       2.472978968076e-10       4.226917304199e-14      -7.082963492442e-13       0.000000000000e+00       2.561044213792e-11       3.015044985315e-12      -1.030965429164e-14 
   70       2.505445236454e-10       4.400945075040e-14      -7.670445525038e-13       0.000000000000e+00       2.474755373927e-11       2.927824390297e-12      -1.010677869412e-14 
   71       2.538230180434e-10       4.577929459061e-14      -8.274196511838e-13       0.000000000000e+00       2.392356707246e-11       2.844184565692e-12      -9.903422634570e-15 
   72       2.571338150520e-10       4.757790150506e-14      -8.893973192195e-13       0.000000000000e+00       2.313726637441e-11       2.764041471129e-12      -9.701591660096e-15 
   73       2.604768427470e-10       4.940443243920e-14      -9.529513890167e-13       0.000000000000e+00       2.238667088012e-11       2.687238459144e-12      -9.503413007471e-15 
   74       2.638514925234e-10       5.125801250509e-14      -1.018053856740e-12       0.000000000000e+00       2.166899897510e-11       2.613542799014e-12      -9.311137847664e-15 
   75       2.672565893897e-10       5.313773114505e-14      -1.084674887599e-12       0.000000000000e+00       2.098063234790e-11       2.542642200581e-12      -9.127143530390e-15 
   76       2.706909775574e-10       5.504257866308e-14      -1.152782422693e-12       0.000000000000e+00       2.031801446601e-11       2.474227097328e-12      -8.953622317311e-15 
   77       2.741554661573e-10       5.697124209581e-14      -1.222340905067e-12       0.000000000000e+00       1.968061439857e-11       2.408262502554e-12      -8.791577090151e-15 
   78       2.776511860128e-10       5.892227224194e-14      -1.293312329869e-12       0.000000000000e+00       1.906844084433e-11       2.344759642297e-12      -8.641645732138e-15 
   79       2.811789890078e-10       6.089414286942e-14      -1.365656619361e-12       0.000000000000e+00       1.848113933663e-11       2.283692904194e-12      -8.504394275935e-15 
   80       2.847394309985e-10       6.288524957423e-14      -1.439331620031e-12       0.000000000000e+00       1.791797555494e-11       2.224998119867e-12      -8.380312719376e-15 
   81       2.883327547240e-10       6.489390863912e-14      -1.514293099711e-12       0.000000000000e+00       1.737781863636e-11       2.168570847314e-12      -8.269810841211e-15 
   82       2.919588727174e-10       6.691835589248e-14      -1.590494744696e-12       0.000000000000e+00       1.685912448717e-11       2.114264653295e-12      -8.173214016845e-15 
   83       2.956173502171e-10       6.895674556707e-14      -1.667888156863e-12       0.000000000000e+00       1.635991909432e-11       2.061889395724e-12      -8.090759034079e-15 
   84       2.993076892619e-10       7.100721945503e-14      -1.746423367276e-12       0.000000000000e+00       1.587827841384e-11       2.011258707751e-12      -8.022320587023e-15 
   85       3.030302725232e-10       7.306813004496e-14      -1.826050481143e-12       0.000000000000e+00       1.541389599892e-11       1.962345256989e-12      -7.966547826970e-15 
   86       3.067855453358e-10       7.513785245588e-14      -1.906718301545e-12       0.000000000000e+00       1.496674586217e-11       1.915148195497e-12      -7.921576332781e-15 
   87       3.105737165761e-10       7.721471746965e-14      -1.988373842902e-12       0.000000000000e+00       1.453660078533e-11       1.869645368982e-12      -7.885276123503e-15 
   88       3.143947466350e-10       7.929701157119e-14      -2.070962336771e-12       0.000000000000e+00       1.412302397665e-11       1.825792426113e-12      -7.855242947698e-15 
   89       3.182483353907e-10       8.138297698872e-14      -2.154427237648e-12       0.000000000000e+00       1.372536072822e-11       1.783521927824e-12      -7.828789572759e-15 
   90       3.221339101820e-10       8.347081173405e-14      -2.238710228765e-12       0.000000000000e+00       1.334273007334e-11       1.742742456626e-12      -7.802937074240e-15 
   91       3.260506137809e-10       8.555866964273e-14      -2.323751227884e-12       0.000000000000e+00       1.297401644385e-11       1.703337725915e-12      -7.774406125177e-15 
   92       3.299972923661e-10       8.764466041437e-14      -2.409488393103e-12       0.000000000000e+00       1.261786132751e-11       1.665165689278e-12      -7.739608285409e-15 
   93       3.339728470027e-10       8.972687757932e-14      -2.495859004120e-12       0.000000000000e+00       1.227298565984e-11       1.628093262087e-12      -7.695471959014e-15 
   94       3.379773746751e-10       9.180348712292e-14      -2.582802245082e-12       0.000000000000e+00       1.193923058546e-11       1.592108394496e-12      -7.642081286770e-15 
   95       3.420111774276e-10       9.387265232676e-14      -2.670256852945e-12       0.000000000000e+00       1.161665853095e-11       1.557223285864e-12      -7.580419884889e-15 
   96       3.460744072050e-10       9.593250744778e-14      -2.758160296875e-12       0.000000000000e+00       1.130523266582e-11       1.523439877890e-12      -7.511574250416e-15 
   97       3.501670588157e-10       9.798115814182e-14      -2.846448796056e-12       0.000000000000e+00       1.100481309975e-11       1.490749452763e-12      -7.436736507909e-15 
   98       3.542889628944e-10       1.000166818872e-13      -2.935057337516e-12       0.000000000000e+00       1.071515307993e-11       1.459132231321e-12      -7.357207156110e-15 
   99       3.584397788650e-10       1.020371284084e-13      -3.023919693933e-12       0.000000000000e+00       1.043589518830e-11       1.428556971198e-12      -7.274397814623e-15 
  100       3.626189879031e-10       1.040405200994e-13      -3.112968441456e-12       0.000000000000e+00       1.016656753890e-11       1.398980564978e-12      -7.189833970591e-15 
  101       3.668258858991e-10       1.060248524476e-13      -3.202134977519e-12       0.000000000000e+00       9.906579975106e-12       1.370347638348e-12      -7.105157725369e-15 
  102       3.710595764210e-10       1.079880944571e-13      -3.291349538659e-12       0.000000000000e+00       9.655220266971e-12       1.342590148248e-12      -7.022130541200e-15 
  103       3.753189636770e-10       1.099281890724e-13      -3.380541218329e-12       0.000000000000e+00       9.411650308476e-12       1.315626981028e-12      -6.942635987893e-15 
  104       3.796029835092e-10       1.118431046601e-13      -3.469638535600e-12       0.000000000000e+00       9.175096136113e-12       1.289382968937e-12      -6.868275605916e-15 
  105       3.839113470694e-10       1.137309964617e-13      -3.558571190392e-12       0.000000000000e+00       8.945455408656e-12       1.263849730739e-12      -6.799088404866e-15 
  106       3.882438849512e-10       1.155900678417e-13      -3.647268579667e-12       0.000000000000e+00       8.722765281735e-12       1.239032338882e-12      -6.734662703239e-15 
  107       3.926003137622e-10       1.174185221501e-13      -3.735659291296e-12       0.000000000000e+00       8.507014261926e-12       1.214930448884e-12      -6.674525861628e-15 
  108       3.969802317025e-10       1.192145637072e-13      -3.823671127932e-12       0.000000000000e+00       8.298140533947e-12       1.191538110878e-12      -6.618142558153e-15 
  109       4.013831141431e-10       1.209763987880e-13      -3.911231130875e-12       0.000000000000e+00       8.096030287856e-12       1.168843581148e-12      -6.564913063885e-15 
