# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_tot            16:(.)p_tot              17:(.)p_tot_prime        18:gr.fac. D             19:gr.fac. f          
       8.602900137289e+13       1.021420046243e-25       5.387846613303e-09       1.596583025985e+22       1.373403690173e+04       1.596442674279e-10       1.181525479474e+18       3.110947964190e-09       1.507157359005e+44       2.378476759431e+33       8.508703033382e+33       3.405778251745e-08       1.041919999751e+44       2.549077358865e+44       2.549077358865e+44       8.496924529186e+43      -6.307661490838e+52       6.447916882089e-06       1.537312759907e+00 
       8.510922951025e+13       1.043616225891e-25       5.446054274216e-09       1.562626058219e+22       1.373403690173e+04       1.613695363095e-10       1.168893298772e+18       3.144567848024e-09       1.443729090674e+44       2.303001622738e+33       8.238700174627e+33       3.405778251745e-08       9.980711070464e+43       2.441800197826e+44       2.441800197826e+44       8.139333992402e+43      -5.977605703290e+52       6.554465769963e-06       1.512322322709e+00 
       8.419929131143e+13       1.066294744227e-25       5.506080924533e-09       1.529391305109e+22       1.373403690173e+04       1.631134500994e-10       1.156396173971e+18       3.178551060529e-09       1.382970182115e+44       2.229921504720e+33       7.977265195541e+33       3.405778251745e-08       9.560675819248e+43       2.339037764141e+44       2.339037764141e+44       7.796792546798e+43      -5.664820472041e+52       6.661014657831e-06       1.488131374310e+00 
       8.329908164066e+13       1.089466082146e-25       5.564288585447e-09       1.496863406212e+22       1.373403690173e+04       1.648762102922e-10       1.144032661133e+18       3.212901528118e-09       1.324768294116e+44       2.159160405324e+33       7.724126215441e+33       3.405778251745e-08       9.158317626413e+43       2.240600056856e+44       2.240600056856e+44       7.468666855858e+43      -5.368402094971e+52       6.767563545692e-06       1.464702153155e+00 
       8.240849648618e+13       1.113140949340e-25       5.624315235764e-09       1.465027327782e+22       1.373403690173e+04       1.666580205602e-10       1.131801331757e+18       3.247623219740e-09       1.269015815230e+44       2.090644736172e+33       7.479019981109e+33       3.405778251745e-08       8.772892558222e+43       2.146305071148e+44       2.146305071148e+44       7.154350236842e+43      -5.087494157234e+52       6.874112433553e-06       1.441999238858e+00 
       8.152743294829e+13       1.137330287971e-25       5.686160875484e-09       1.433868355817e+22       1.373403690173e+04       1.684590867769e-10       1.119700772615e+18       3.282720147202e-09       1.215609662805e+44       2.024303244032e+33       7.241691593026e+33       3.405778251745e-08       8.403687989172e+43       2.055978461814e+44       2.055978461814e+44       6.853261539073e+43      -4.821285056896e+52       6.980661321413e-06       1.419989373603e+00 
       8.065578922741e+13       1.162045278018e-25       5.748006515205e-09       1.403372089261e+22       1.373403690173e+04       1.702796170403e-10       1.107729585588e+18       3.318196365687e-09       1.164451092389e+44       1.960066936720e+33       7.011894240284e+33       3.405778251745e-08       8.050021284391e+43       1.969453220918e+44       1.969453220918e+44       6.564844069427e+43      -4.569005660045e+52       7.087210209274e-06       1.398641299539e+00 
       7.979346461238e+13       1.187297342353e-25       5.809852154925e-09       1.373524433347e+22       1.373403690173e+04       1.721198216978e-10       1.095886387503e+18       3.354055974181e-09       1.115445515164e+44       1.897869011350e+33       6.789388943914e+33       3.405778251745e-08       7.711238537489e+43       1.886569369000e+44       1.886569369000e+44       6.288564563044e+43      -4.329927078604e+52       7.193759097135e-06       1.377925610717e+00 
       7.894035946874e+13       1.213098151991e-25       5.871697794646e-09       1.344311593081e+22       1.373403690173e+04       1.739799133695e-10       1.084169809980e+18       3.390303115968e-09       1.068502323054e+44       1.837644784862e+33       6.573944308360e+33       3.405778251745e-08       7.386713361536e+43       1.807173659292e+44       1.807173659292e+44       6.023912197359e+43      -4.103358564420e+52       7.300307984997e-06       1.357814617911e+00 
       7.809637522728e+13       1.239459631415e-25       5.935362423770e-09       1.315720066871e+22       1.373403690173e+04       1.758601069737e-10       1.072578499263e+18       3.426941979090e-09       1.023534721195e+44       1.779331626752e+33       6.365336280839e+33       3.405778251745e-08       7.075845730907e+43       1.731119294367e+44       1.731119294367e+44       5.770397647618e+43      -3.888645513547e+52       7.406856872860e-06       1.338282225163e+00 
       7.726141437266e+13       1.266393964493e-25       5.999027052894e-09       1.287736640283e+22       1.373403690173e+04       1.777606197511e-10       1.061111116074e+18       3.463976796870e-09       9.804595674597e+43       1.722868893947e+33       6.163347918333e+33       3.405778251745e-08       6.778060871876e+43       1.658265654726e+44       1.658265654726e+44       5.527552182158e+43      -3.685167574958e+52       7.513405760724e-06       1.319303816799e+00 
       7.643538043208e+13       1.293913599520e-25       6.064510671422e-09       1.260348379933e+22       1.373403690173e+04       1.796816712901e-10       1.049766335452e+18       3.501411848358e-09       9.391972187335e+43       1.668197867728e+33       5.967769161979e+33       3.405778251745e-08       6.492808199900e+43       1.588478038800e+44       1.588478038800e+44       5.294926795745e+43      -3.492336858223e+52       7.619954648587e-06       1.300856153933e+00 
       7.561817796419e+13       1.322031255629e-25       6.129994289950e-09       1.233542627514e+22       1.373403690173e+04       1.816234835522e-10       1.038542846602e+18       3.539251458869e-09       8.996713836576e+43       1.615261692674e+33       5.778396618619e+33       3.405778251745e-08       6.219560301621e+43       1.521627413894e+44       1.521627413894e+44       5.072091379399e+43      -3.309596234967e+52       7.726503536451e-06       1.282917279541e+00 
       7.480971254804e+13       1.350759928558e-25       6.197296897881e-09       1.207306993940e+22       1.373403690173e+04       1.835862808978e-10       1.027439352743e+18       3.577500000467e-09       8.618089815724e+43       1.564005317531e+33       5.595033349278e+33       3.405778251745e-08       5.957811959714e+43       1.457590177615e+44       1.457590177615e+44       4.858633925146e+43      -3.136417729211e+52       7.833052424314e-06       1.265466431285e+00 
       7.400989077217e+13       1.380112895894e-25       6.262780516408e-09       1.181629353623e+22       1.373403690173e+04       1.855702901117e-10       1.016454570958e+18       3.616161892447e-09       8.255400073962e+43       1.514375437961e+33       5.417488664359e+33       3.405778251745e-08       5.707079218778e+43       1.396247929343e+44       1.396247929343e+44       4.654159764247e+43      -2.972300991938e+52       7.939601312179e-06       1.248483961329e+00 
       7.321862022383e+13       1.410103724187e-25       6.331902113743e-09       1.156497838870e+22       1.373403690173e+04       1.875757404298e-10       1.005587232048e+18       3.655241601879e-09       7.907974021903e+43       1.466320441110e+33       5.245577925329e+33       3.405778251745e-08       5.466898490527e+43       1.337487251310e+44       1.337487251310e+44       4.458290837477e+43      -2.816771855483e+52       8.046150200045e-06       1.231951262568e+00 
       7.243580947828e+13       1.440746274642e-25       6.399204721674e-09       1.131900834394e+22       1.373403690173e+04       1.896028635650e-10       9.948360803814e+17       3.694743644100e-09       7.575169291715e+43       1.419790351929e+33       5.079122352710e+33       3.405778251745e-08       5.236825696652e+43       1.281199498902e+44       1.281199498902e+44       4.270664996122e+43      -2.669380963556e+52       8.152699087911e-06       1.215850700616e+00 
       7.166136808825e+13       1.472054709182e-25       6.468326319009e-09       1.107826971950e+22       1.373403690173e+04       1.916518937347e-10       9.841998737525e+17       3.734672583224e-09       7.256370549422e+43       1.374736781209e+33       4.917948840153e+33       3.405778251745e-08       5.016435447747e+43       1.227280599780e+44       1.227280599780e+44       4.090935332390e+43      -2.529702472966e+52       8.259247975776e-06       1.200165551047e+00 
       7.089520657347e+13       1.504043498599e-25       6.539266905747e-09       1.084265125078e+22       1.373403690173e+04       1.937230676872e-10       9.736773832359e+17       3.775033032736e-09       6.950988357200e+43       1.331112875250e+33       4.761889774412e+33       3.405778251745e-08       4.805320256793e+43       1.175630861460e+44       1.175630861460e+44       3.918769537997e+43      -2.397332823265e+52       8.365796863643e-06       1.184879941485e+00 
       7.013723641037e+13       1.536727426443e-25       6.608388503082e-09       1.061204403961e+22       1.373403690173e+04       1.958166247295e-10       9.632673930453e+17       3.815829655905e-09       6.658458083535e+43       1.288873267141e+33       4.610782861041e+33       3.405778251745e-08       4.603089785739e+43       1.126154786986e+44       1.126154786986e+44       3.753849289758e+43      -2.271889570778e+52       8.472345751510e-06       1.169978797974e+00 
       6.938737002177e+13       1.570121599682e-25       6.681148079224e-09       1.038634150393e+22       1.373403690173e+04       1.979328067546e-10       9.529687003930e+17       3.857067166489e-09       6.378238859265e+43       1.247974029580e+33       4.464470955607e+33       3.405778251745e-08       4.409370123796e+43       1.078760898363e+44       1.078760898363e+44       3.595869661020e+43      -2.153010283645e+52       8.578894639379e-06       1.155447795458e+00 
       6.864552076686e+13       1.604241451200e-25       6.752088665962e-09       1.016543932853e+22       1.373403690173e+04       2.000718582699e-10       9.427801153505e+17       3.898750329086e-09       6.109812577545e+43       1.208372629188e+33       4.322801900275e+33       3.405778251745e-08       4.223803096099e+43       1.033361567420e+44       1.033361567420e+44       3.444538557881e+43      -2.040351494679e+52       8.685443527249e-06       1.141273311781e+00 
       6.791160293113e+13       1.639102751791e-25       6.826667231508e-09       9.949235416806e+21       1.373403690173e+04       2.022340264249e-10       9.327004607117e+17       3.940883959890e-09       5.852682935902e+43       1.170027882281e+33       4.185628365562e+33       3.405778251745e-08       4.046045601464e+43       9.898728537902e+43       9.898728537902e+43       3.299576179122e+43      -1.933587709014e+52       8.791992415121e-06       1.127442385157e+00 
       6.718553171646e+13       1.674721612499e-25       6.899426807649e-09       9.737629843625e+21       1.373403690173e+04       2.044195610402e-10       9.227285718562e+17       3.983472927048e-09       5.606374518605e+43       1.132899912037e+33       4.052807697129e+33       3.405778251745e-08       3.875768978021e+43       9.482143497145e+43       9.482143497145e+43       3.160714498875e+43      -1.832410463688e+52       8.898541302995e-06       1.113942674577e+00 
       6.646722323137e+13       1.711114496625e-25       6.974005373195e-09       9.530524809100e+21       1.373403690173e+04       2.066287146361e-10       9.128632966152e+17       4.026522151396e-09       5.370431917652e+43       1.096950107027e+33       3.924201767422e+33       3.405778251745e-08       3.712658395534e+43       9.083090313688e+43       9.083090313688e+43       3.027696771062e+43      -1.736527436423e+52       9.005090190871e-06       1.100762423135e+00 
       6.575659448129e+13       1.748298223624e-25       7.050402928144e-09       9.327824593409e+21       1.373403690173e+04       2.088617424620e-10       9.031034951381e+17       4.070036606894e-09       5.144418890750e+43       1.062141081063e+33       3.799676832026e+33       3.405778251745e-08       3.556412273305e+43       8.700831164541e+43       8.700831164541e+43       2.900277054685e+43      -1.645661601048e+52       9.111639078748e-06       1.087890423834e+00 
       6.505356335897e+13       1.786289979283e-25       7.124981493689e-09       9.129435512547e+21       1.373403690173e+04       2.111189025257e-10       8.934480397611e+17       4.114021321282e-09       4.927917554735e+43       1.028436634315e+33       3.679103390578e+33       3.405778251745e-08       3.406741722570e+43       8.334659277776e+43       8.334659277776e+43       2.778219759102e+43      -1.559550427112e+52       9.218187966626e-06       1.075315987831e+00 
       6.435804863501e+13       1.825107322829e-25       7.203198038042e-09       8.935265875030e+21       1.373403690173e+04       2.134004556232e-10       8.838958148765e+17       4.158481376636e-09       4.720527612930e+43       9.958017156644e+32       3.562356052092e+33       3.405778251745e-08       3.263370012362e+43       7.983897625748e+43       7.983897625748e+43       2.661299208431e+43      -1.477945121375e+52       9.324736854505e-06       1.063028914829e+00 
       6.366996994847e+13       1.864768194323e-25       7.281414582394e-09       8.745225939518e+21       1.373403690173e+04       2.157066653690e-10       8.744457168042e+17       4.203421909925e-09       4.521865615026e+43       9.642023862568e+32       3.449313404559e+33       3.405778251745e-08       3.126032057854e+43       7.647897673321e+43       7.647897673321e+43       2.549299224293e+43      -1.400609909000e+52       9.431285742386e-06       1.051019465468e+00 
       6.298924779757e+13       1.905290925108e-25       7.359631126747e-09       8.559227873334e+21       1.373403690173e+04       2.180377982266e-10       8.650966536640e+17       4.248848113688e-09       4.331564248103e+43       9.336057842028e+32       3.339857888680e+33       3.405778251745e-08       2.994473930236e+43       7.326038178766e+43       7.326038178766e+43       2.442012726113e+43      -1.327321352340e+52       9.537834630270e-06       1.039278335604e+00 
       6.231580353053e+13       1.946694242785e-25       7.437847671099e-09       8.377185711877e+21       1.373403690173e+04       2.203941235388e-10       8.558475452493e+17       4.294765236499e-09       4.149271657499e+43       9.039800904048e+32       3.233875675617e+33       3.405778251745e-08       2.868452387215e+43       7.017724045127e+43       7.017724045127e+43       2.339241348238e+43      -1.257867705388e+52       9.644383518159e-06       1.027796632233e+00 
       6.164955933647e+13       1.988997284567e-25       7.519702194259e-09       8.199015318883e+21       1.373403690173e+04       2.227759135596e-10       8.466973229025e+17       4.341178583753e-09       3.974650796248e+43       8.752944954663e+32       3.131256548606e+33       3.405778251745e-08       2.747734423279e+43       6.722385219927e+43       6.722385219927e+43       2.240795073175e+43      -1.192048301995e+52       9.750932406049e-06       1.016565851073e+00 
       6.099043823641e+13       2.032219600460e-25       7.599737728015e-09       8.024634347543e+21       1.373403690173e+04       2.251834434849e-10       8.376449293915e+17       4.388093518067e-09       3.807378801907e+43       8.475191676517e+32       3.031893788347e+33       3.405778251745e-08       2.632096838881e+43       6.439475641176e+43       6.439475641176e+43       2.146491880263e+43      -1.129672976102e+52       9.857481293937e-06       1.005577855503e+00 
       6.033836407438e+13       2.076381168689e-25       7.683411240578e-09       7.853962202444e+21       1.373403690173e+04       2.276169914849e-10       8.286893187875e+17       4.435515460133e-09       3.647146399602e+43       8.206252218626e+32       2.935684062014e+33       3.405778251745e-08       2.521325827764e+43       6.168472227742e+43       6.168472227742e+43       2.056157409122e+43      -1.070561512315e+52       9.964030181827e-06       9.948248569620e-01 
       5.969326150864e+13       2.121502398301e-25       7.765265763737e-09       7.686920002319e+21       1.373403690173e+04       2.300768387356e-10       8.198294563442e+17       4.483449889108e-09       3.493657330200e+43       7.945846895981e+32       2.842527315793e+33       3.405778251745e-08       2.415216581641e+43       5.908873912205e+43       5.908873912205e+43       1.969624637280e+43      -1.014543125219e+52       1.007057906972e-05       9.842993964804e-01 
       5.905505600295e+13       2.167604144509e-25       7.848939276300e-09       7.523430543587e+21       1.373403690173e+04       2.325632694522e-10       8.110643183782e+17       4.531902343454e-09       3.346627802545e+43       7.693704898695e+32       2.752326670837e+33       3.405778251745e-08       2.313572911521e+43       5.660200714418e+43       5.660200714418e+43       1.886733571355e+43      -9.614559659471e+51       1.017712795761e-05       9.739943274747e-01 
       5.842367381797e+13       2.214707714092e-25       7.934431778267e-09       7.363418264676e+21       1.373403690173e+04       2.350765709209e-10       8.023928921506e+17       4.580878421432e-09       3.205785968747e+43       7.449564010370e+32       2.664988322508e+33       3.405778251745e-08       2.216206884969e+43       5.421992854057e+43       5.421992854057e+43       1.807330951239e+43      -9.111466545654e+51       1.028367684550e-05       9.639027995311e-01 
       5.779904200274e+13       2.262834877319e-25       8.019924280234e-09       7.206809211097e+21       1.373403690173e+04       2.376170335328e-10       7.938141757502e+17       4.630383781818e-09       3.070871421555e+43       7.213170335401e+32       2.580421442831e+33       3.405778251745e-08       2.122938478630e+43       5.193809900515e+43       5.193809900515e+43       1.731269966728e+43      -8.634698369237e+51       1.039022573339e-05       9.540182432354e-01 
       5.718108838624e+13       2.312007878202e-25       8.107235771604e-09       7.053531001262e+21       1.373403690173e+04       2.401849508173e-10       7.853271779776e+17       4.680424144564e-09       2.941634712878e+43       6.984278034940e+32       2.498538086035e+33       3.405778251745e-08       2.033595245378e+43       4.975229958576e+43       4.975229958576e+43       1.658409986085e+43      -8.182877646987e+51       1.049677462128e-05       9.443343559136e-01 
       5.656974156908e+13       2.362249442485e-25       8.194547262974e-09       6.903512793033e+21       1.373403690173e+04       2.427806194758e-10       7.769309182310e+17       4.731005291384e-09       2.817836892574e+43       6.762649071233e+32       2.419253097090e+33       3.405778251745e-08       1.948011995474e+43       4.765848888358e+43       4.765848888358e+43       1.588616296016e+43      -7.754698974098e+51       1.060332350918e-05       9.348450882123e-01 
       5.596493091520e+13       2.413582792233e-25       8.283677743748e-09       6.756685250983e+21       1.373403690173e+04       2.454043394164e-10       7.686244263921e+17       4.782133066556e-09       2.699249066647e+43       6.548052960072e+32       2.342484023154e+33       3.405778251745e-08       1.866030491139e+43       4.565279558085e+43       4.565279558085e+43       1.521759852595e+43      -7.348925252599e+51       1.070987239708e-05       9.255446315280e-01 
       5.536658654378e+13       2.466031650982e-25       8.372808224522e-09       6.612980514344e+21       1.373403690173e+04       2.480564137879e-10       7.604067427150e+17       4.833813377413e-09       2.585651974035e+43       6.340266531098e+32       2.268151027825e+33       3.405778251745e-08       1.787499153984e+43       4.373151128309e+43       4.373151128309e+43       1.457717042673e+43      -6.964384117125e+51       1.081642128498e-05       9.164274061095e-01 
       5.477463932109e+13       2.519620261502e-25       8.463757694699e-09       6.472332165647e+21       1.373403690173e+04       2.507371490156e-10       7.522769177147e+17       4.886052195248e-09       2.476835581215e+43       6.139073695721e+32       2.196176808111e+33       3.405778251745e-08       1.712272784751e+43       4.189108366247e+43       4.189108366247e+43       1.396369455322e+43      -6.599964547701e+51       1.092297017288e-05       9.074880499425e-01 
       5.418902085255e+13       2.574373389292e-25       8.554707164876e-09       6.334675200026e+21       1.373403690173e+04       2.534468548361e-10       7.442340120574e+17       4.938855555755e-09       2.372598693860e+43       5.944265222391e+32       2.126486514044e+33       3.405778251745e-08       1.640212294851e+43       4.012810988982e+43       4.012810988982e+43       1.337603662903e+43      -6.254613659778e+51       1.102951906078e-05       8.987214081822e-01 
       5.360966347481e+13       2.630316342346e-25       8.647475624457e-09       6.199945995172e+21       1.373403690173e+04       2.561858443335e-10       7.362770964523e+17       4.992229559993e-09       2.272748584847e+43       5.755638519008e+32       2.059007670836e+33       3.405778251745e-08       1.571184449194e+43       3.843933034305e+43       3.843933034305e+43       1.281311011347e+43      -5.927333662225e+51       1.113606794869e-05       8.901225232947e-01 
       5.303650024796e+13       2.687474974643e-25       8.740244084038e-09       6.068082281928e+21       1.373403690173e+04       2.589544339751e-10       7.284052515439e+17       5.046180374830e-09       2.177100637917e+43       5.572997422240e+32       1.993670103507e+33       3.405778251745e-08       1.505061619852e+43       3.682162258025e+43       3.682162258025e+43       1.227387419257e+43      -5.617178974504e+51       1.124261683660e-05       8.816866256570e-01 
       5.246946494773e+13       2.745875704545e-25       8.834831533022e-09       5.939023115512e+21       1.373403690173e+04       2.617529436484e-10       7.206175678061e+17       5.100714233858e-09       2.085478006332e+43       5.396151993514e+32       1.930405863910e+33       3.405778251745e-08       1.441721550079e+43       3.527199556658e+43       3.527199556658e+43       1.175733185470e+43      -5.323253494686e+51       1.134916572451e-05       8.734091247750e-01 
       5.190849205793e+13       2.805545523770e-25       8.929418982007e-09       5.812708847345e+21       1.373403690173e+04       2.645816966981e-10       7.129131454367e+17       5.155837438012e-09       1.997711285894e+43       5.224918321495e+32       1.869149160066e+33       3.405778251745e-08       1.381047128267e+43       3.378758414401e+43       3.378758414401e+43       1.126252804720e+43      -5.044708010427e+51       1.145571461243e-05       8.652856009344e-01 
       5.135351676279e+13       2.866512009719e-25       9.025825420395e-09       5.689081097489e+21       1.373403690173e+04       2.674410199630e-10       7.052910942537e+17       5.211556356297e-09       1.913638201732e+43       5.059118330822e+32       1.809836287742e+33       3.405778251745e-08       1.322926171417e+43       3.236564373380e+43       3.236564373380e+43       1.078854791050e+43      -4.780737745417e+51       1.156226350034e-05       8.573117973304e-01 
       5.080447493954e+13       2.928803341295e-25       9.124050848186e-09       5.568082727657e+21       1.373403690173e+04       2.703312438141e-10       6.977505335926e+17       5.267877426613e-09       1.833103308263e+43       4.898579596923e+32       1.752405564205e+33       3.405778251745e-08       1.267251217716e+43       3.100354526203e+43       3.100354526203e+43       1.033451508660e+43      -4.530580034209e+51       1.166881238825e-05       8.494836126469e-01 
       5.026130315096e+13       2.992448306406e-25       9.222276275977e-09       5.449657814813e+21       1.373403690173e+04       2.732527021927e-10       6.902905922042e+17       5.324807156334e-09       1.755957701787e+43       4.743135166694e+32       1.696797264071e+33       3.405778251745e-08       1.213919327851e+43       2.969877029855e+43       2.969877029855e+43       9.899590098794e+42      -4.293512118721e+51       1.177536127617e-05       8.417970939930e-01 
       4.972393863805e+13       3.057476322782e-25       9.322320693173e-09       5.333751625319e+21       1.373403690173e+04       2.762057326492e-10       6.829104081543e+17       5.382352123284e-09       1.682058745171e+43       4.592623384881e+32       1.642953557195e+33       3.405778251745e-08       1.162831894678e+43       2.844890640059e+43       2.844890640059e+43       9.482968799498e+42      -4.068849060035e+51       1.188191016408e-05       8.342484302866e-01 
       4.919231931283e+13       3.123917442501e-25       9.422365110368e-09       5.220310589642e+21       1.373403690173e+04       2.791906763815e-10       6.756091287240e+17       5.440518976232e-09       1.611269804123e+43       4.446887725964e+32       1.590818448529e+33       3.405778251745e-08       1.113894460907e+43       2.725164265233e+43       2.725164265233e+43       9.083880883432e+42      -3.855941759465e+51       1.198845905199e-05       8.268339459070e-01 
       4.866638375110e+13       3.191802376108e-25       9.524228516966e-09       5.109282277594e+21       1.373403690173e+04       2.822078782752e-10       6.683859103113e+17       5.499314435953e-09       1.543459994564e+43       4.305776631375e+32       1.540337719894e+33       3.405778251745e-08       1.067016544452e+43       2.610476539213e+43       2.610476539213e+43       8.701588463388e+42      -3.654175083177e+51       1.209500793991e-05       8.195500947786e-01 
       4.814607118538e+13       3.261162496278e-25       9.627910912968e-09       5.000615374099e+21       1.373403690173e+04       2.852576869428e-10       6.612399183332e+17       5.558745295706e-09       1.478503940634e+43       4.169143351887e+32       1.491458873590e+33       3.405778251745e-08       1.022111471143e+43       2.500615411967e+43       2.500615411967e+43       8.335384705921e+42      -3.462966084935e+51       1.220155682783e-05       8.123934546645e-01 
