# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   15       1.197410273961e-10       3.357957520558e-16       1.361231963037e-13       0.000000000000e+00       4.645638322259e-10       6.023787632437e-11      -2.626381686429e-14 
   16       1.208197060874e-10       3.867442354032e-16       1.448527987976e-13       0.000000000000e+00       4.180312689593e-10       5.450169021383e-11      -1.476917355004e-14 
   17       1.220542281550e-10       4.599256352127e-16       1.538346728765e-13       0.000000000000e+00       3.780648109417e-10       4.957735080580e-11      -4.674320675406e-15 
   18       1.234522651371e-10       5.547704247509e-16       1.632794644948e-13       0.000000000000e+00       3.433389774758e-10       4.530031782442e-11       6.631803782219e-16 
   19       1.249971381915e-10       6.703391449363e-16       1.732923841168e-13       0.000000000000e+00       3.133081505225e-10       4.156545154904e-11       9.254926827623e-16 
   20       1.266053987094e-10       8.052908779485e-16       1.838687895071e-13       0.000000000000e+00       2.868340214623e-10       3.820134286723e-11      -2.770485334213e-15 
   21       1.282991656301e-10       9.597051729838e-16       1.947527084563e-13       0.000000000000e+00       2.635084676187e-10       3.519751627228e-11      -8.302359569557e-15 
   22       1.300975648956e-10       1.133862157900e-15       2.055268167919e-13       0.000000000000e+00       2.427785468346e-10       3.254493687819e-11      -1.298329164702e-14 
   23       1.319844206325e-10       1.327859114515e-15       2.157937656861e-13       0.000000000000e+00       2.243642080486e-10       3.019499713008e-11      -1.560018924834e-14 
   24       1.339132267192e-10       1.541895310826e-15       2.251478288708e-13       0.000000000000e+00       2.078453966478e-10       2.806034533736e-11      -1.559563681906e-14 
   25       1.358997137551e-10       1.777835799932e-15       2.333866684739e-13       0.000000000000e+00       1.930307585876e-10       2.612703529129e-11      -1.358330795597e-14 
   26       1.379596297692e-10       2.038138403577e-15       2.404181842995e-13       0.000000000000e+00       1.796547979660e-10       2.438418066487e-11      -1.073914083524e-14 
   27       1.400814961071e-10       2.324667082126e-15       2.463663011372e-13       0.000000000000e+00       1.675594441068e-10       2.281119105260e-11      -8.166019604621e-15 
   28       1.422365021047e-10       2.639046606994e-15       2.514222604155e-13       0.000000000000e+00       1.565387483820e-10       2.137427025327e-11      -6.875493994650e-15 
   29       1.444309954927e-10       2.982430313239e-15       2.555814902770e-13       0.000000000000e+00       1.465376926912e-10       2.006571941809e-11      -6.851878365080e-15 
   30       1.466704183185e-10       3.355740482454e-15       2.587784792457e-13       0.000000000000e+00       1.374500658503e-10       1.887335853076e-11      -7.661059892368e-15 
   31       1.489491790728e-10       3.759827234044e-15       2.609383913274e-13       0.000000000000e+00       1.290920277953e-10       1.777508976835e-11      -8.770419581005e-15 
   32       1.512701735651e-10       4.195690971887e-15       2.619624156864e-13       0.000000000000e+00       1.214212784392e-10       1.676661226727e-11      -9.801180822437e-15 
   33       1.536297643140e-10       4.664330930020e-15       2.617349980473e-13       0.000000000000e+00       1.143844296326e-10       1.584207519359e-11      -1.035688698100e-14 
   34       1.560178078695e-10       5.166712071535e-15       2.601340089125e-13       0.000000000000e+00       1.078840181654e-10       1.498932195522e-11      -1.009598148757e-14 
   35       1.584405612438e-10       5.703869616591e-15       2.570572251822e-13       0.000000000000e+00       1.018872005434e-10       1.420170235248e-11      -9.232007148945e-15 
   36       1.609040704216e-10       6.276835277721e-15       2.524039956077e-13       0.000000000000e+00       9.634621355654e-11       1.346915543004e-11      -8.215880975244e-15 
   37       1.634086229558e-10       6.886580431739e-15       2.460909473379e-13       0.000000000000e+00       9.118938415778e-11       1.277896851769e-11      -7.500336986665e-15 
   38       1.659533012394e-10       7.533924638347e-15       2.381314291473e-13       0.000000000000e+00       8.640366598620e-11       1.213125415718e-11      -7.156270470806e-15 
   39       1.685316354551e-10       8.219589926881e-15       2.285836957223e-13       0.000000000000e+00       8.197416636871e-11       1.152792814732e-11      -7.132596369335e-15 
   40       1.711294574619e-10       8.944219036426e-15       2.175315506304e-13       0.000000000000e+00       7.785903777557e-11       1.096824042879e-11      -7.356974723263e-15 
   41       1.737313549455e-10       9.708413166590e-15       2.050481718477e-13       0.000000000000e+00       7.400410991365e-11       1.044935514991e-11      -7.743347666339e-15 
   42       1.763443003636e-10       1.051287175221e-14       1.910698639580e-13       0.000000000000e+00       7.039817113417e-11       9.968930508203e-12      -8.221254638552e-15 
   43       1.789804960103e-10       1.135828996841e-14       1.754837016801e-13       0.000000000000e+00       6.703172253251e-11       9.522949853007e-12      -8.713432263544e-15 
   44       1.816506341158e-10       1.224531810434e-14       1.581605516684e-13       0.000000000000e+00       6.388038236114e-11       9.104765480149e-12      -9.126620843460e-15 
   45       1.843626838170e-10       1.317451655320e-14       1.389777938926e-13       0.000000000000e+00       6.091361607116e-11       8.707134292019e-12      -9.378632324103e-15 
   46       1.871183637266e-10       1.414620939122e-14       1.178981951204e-13       0.000000000000e+00       5.812683153987e-11       8.329515610505e-12      -9.491391092200e-15 
   47       1.899152220352e-10       1.516058366394e-14       9.491273216385e-14       0.000000000000e+00       5.551686307832e-11       7.972619384935e-12      -9.524130014945e-15 
   48       1.927472470920e-10       1.621772428200e-14       7.001906871647e-14       0.000000000000e+00       5.307229108608e-11       7.636295586507e-12      -9.548475710103e-15 
   49       1.956045799457e-10       1.731760956708e-14       4.322182049734e-14       0.000000000000e+00       5.077282793499e-11       7.319465438892e-12      -9.649132790353e-15 
   50       1.984771367793e-10       1.846020191836e-14       1.452444217514e-14       0.000000000000e+00       4.859544016482e-11       7.020564880298e-12      -9.899364932943e-15 
   51       2.013673023027e-10       1.964575915828e-14      -1.609832317769e-14       0.000000000000e+00       4.653609892257e-11       6.739176402527e-12      -1.027800458406e-14 
   52       2.042801849464e-10       2.087459999901e-14      -4.867991350588e-14       0.000000000000e+00       4.459287189640e-11       6.474721284069e-12      -1.073109923515e-14 
   53       2.072199070939e-10       2.214701633014e-14      -8.325434922091e-14       0.000000000000e+00       4.275941294529e-11       6.225942467518e-12      -1.119465585777e-14 
   54       2.101895016175e-10       2.346327324088e-14      -1.198563623263e-13       0.000000000000e+00       4.102466498562e-11       5.990859895195e-12      -1.159413911622e-14 
   55       2.131910968938e-10       2.482349451088e-14      -1.585130347291e-13       0.000000000000e+00       3.937623656039e-11       5.767332894972e-12      -1.186212960322e-14 
   56       2.162267627032e-10       2.622728571984e-14      -1.992159848680e-13       0.000000000000e+00       3.781219448131e-11       5.555013262992e-12      -1.199758503756e-14 
   57       2.192976932439e-10       2.767401754920e-14      -2.419424978201e-13       0.000000000000e+00       3.633168031481e-11       5.353799135446e-12      -1.202042190012e-14 
   58       2.224038468446e-10       2.916292776713e-14      -2.866632134552e-13       0.000000000000e+00       3.493134273701e-11       5.163249891820e-12      -1.195484650901e-14 
   59       2.255438537395e-10       3.069311678850e-14      -3.333419247504e-13       0.000000000000e+00       3.360518355092e-11       4.982565141817e-12      -1.182956076555e-14 
   60       2.287149238432e-10       3.226354323490e-14      -3.819353761045e-13       0.000000000000e+00       3.234440370352e-11       4.810563712275e-12      -1.167796790023e-14 
   61       2.319141646031e-10       3.387313506449e-14      -4.324023403573e-13       0.000000000000e+00       3.113984808929e-11       4.646019732527e-12      -1.153094100241e-14 
   62       2.351430888631e-10       3.552116215520e-14      -4.847336869775e-13       0.000000000000e+00       2.999032957515e-11       4.488806581790e-12      -1.139276637232e-14 
   63       2.384039597880e-10       3.720693985356e-14      -5.389287358224e-13       0.000000000000e+00       2.889590865007e-11       4.338973593526e-12      -1.126014092177e-14 
   64       2.416984235292e-10       3.892972002671e-14      -5.949866648732e-13       0.000000000000e+00       2.785538940276e-11       4.196402124159e-12      -1.112910327175e-14 
   65       2.450274617398e-10       4.068869028932e-14      -6.529066029559e-13       0.000000000000e+00       2.686624799634e-11       4.060795870461e-12      -1.099500352106e-14 
   66       2.483913440906e-10       4.248297323055e-14      -7.126877224614e-13       0.000000000000e+00       2.592456114303e-11       3.931671186938e-12      -1.085247301504e-14 
   67       2.517895807857e-10       4.431162564094e-14      -7.743293320664e-13       0.000000000000e+00       2.502493457879e-11       3.808347403213e-12      -1.069539411433e-14 
   68       2.552214903425e-10       4.617361309171e-14      -8.378245997342e-13       0.000000000000e+00       2.416194344251e-11       3.690128874113e-12      -1.051875025179e-14 
   69       2.586881426697e-10       4.806772941921e-14      -9.031400375187e-13       0.000000000000e+00       2.333495220624e-11       3.576915608742e-12      -1.032467898685e-14 
   70       2.621907262140e-10       4.999265946218e-14      -9.702320073092e-13       0.000000000000e+00       2.254414738586e-11       3.468699545161e-12      -1.011759678587e-14 
   71       2.657299363526e-10       5.194700088759e-14      -1.039052653819e-12       0.000000000000e+00       2.178907978105e-11       3.365379071927e-12      -9.902444792529e-15 
   72       2.693059436437e-10       5.392926278720e-14      -1.109549834397e-12       0.000000000000e+00       2.106863161762e-11       3.266754249131e-12      -9.684706685784e-15 
   73       2.729183620786e-10       5.593786427411e-14      -1.181667048841e-12       0.000000000000e+00       2.038098368982e-11       3.172522029434e-12      -9.470426537761e-15 
   74       2.765662173327e-10       5.797113307932e-14      -1.255343369208e-12       0.000000000000e+00       1.972358250262e-11       3.082271479098e-12      -9.266226671701e-15 
   75       2.802479150166e-10       6.002730414828e-14      -1.330513369628e-12       0.000000000000e+00       1.909310741403e-11       2.995478999025e-12      -9.079325519883e-15 
   76       2.839619104009e-10       6.210457196871e-14      -1.407112302259e-12       0.000000000000e+00       1.848629442918e-11       2.911639996663e-12      -8.916011046645e-15 
   77       2.877089287656e-10       6.420126167284e-14      -1.485092869974e-12       0.000000000000e+00       1.790265364561e-11       2.830702186162e-12      -8.776700157383e-15 
   78       2.914900941424e-10       6.631568673166e-14      -1.564411398949e-12       0.000000000000e+00       1.734218995372e-11       2.752702987280e-12      -8.660006607429e-15 
   79       2.953062466771e-10       6.844609769489e-14      -1.645022900639e-12       0.000000000000e+00       1.680457530224e-11       2.677638135300e-12      -8.564191922447e-15 
   80       2.991579252656e-10       7.059068188934e-14      -1.726881109171e-12       0.000000000000e+00       1.628913340693e-11       2.605459700102e-12      -8.487151586465e-15 
   81       3.030453501891e-10       7.274756311726e-14      -1.809938518729e-12       0.000000000000e+00       1.579482445916e-11       2.536074105234e-12      -8.426401229923e-15 
   82       3.069684057500e-10       7.491480135470e-14      -1.894146420945e-12       0.000000000000e+00       1.532022983461e-11       2.469340146979e-12      -8.379062817702e-15 
   83       3.109266229073e-10       7.709039244987e-14      -1.979454942287e-12       0.000000000000e+00       1.486353680188e-11       2.405067013432e-12      -8.341850837171e-15 
   84       3.149194508310e-10       7.927229260071e-14      -2.065811047509e-12       0.000000000000e+00       1.442297856592e-11       2.343062666112e-12      -8.311529845688e-15 
   85       3.189471613249e-10       8.145849711078e-14      -2.153152087821e-12       0.000000000000e+00       1.399827171152e-11       2.283292539556e-12      -8.286404519801e-15 
   86       3.230100631984e-10       8.364697419711e-14      -2.241411246718e-12       0.000000000000e+00       1.358939012952e-11       2.225743641149e-12      -8.265052449606e-15 
   87       3.271082143542e-10       8.583564148488e-14      -2.330519481980e-12       0.000000000000e+00       1.319612334336e-11       2.170375409963e-12      -8.245868938917e-15 
   88       3.312414092797e-10       8.802236612228e-14      -2.420405528875e-12       0.000000000000e+00       1.281806887034e-11       2.117118582264e-12      -8.227061115313e-15 
   89       3.354091665386e-10       9.020496489531e-14      -2.510995903365e-12       0.000000000000e+00       1.245462458304e-11       2.065874057008e-12      -8.206642040182e-15 
   90       3.396107162619e-10       9.238120434259e-14      -2.602214905308e-12       0.000000000000e+00       1.210498107058e-11       2.016511761339e-12      -8.182424818772e-15 
   91       3.438449876395e-10       9.454880087019e-14      -2.693984621667e-12       0.000000000000e+00       1.176811399995e-11       1.968869516094e-12      -8.152016710233e-15 
   92       3.481105964114e-10       9.670542086640e-14      -2.786224929711e-12       0.000000000000e+00       1.144277647741e-11       1.922751901300e-12      -8.112813237665e-15 
   93       3.524062165237e-10       9.884873448286e-14      -2.878855314456e-12       0.000000000000e+00       1.112779447088e-11       1.877976960581e-12      -8.062650232276e-15 
   94       3.567317862053e-10       1.009765859810e-13      -2.971800626692e-12       0.000000000000e+00       1.082302049424e-11       1.834526813733e-12      -8.001884938720e-15 
   95       3.610874610018e-10       1.030868493371e-13      -3.064986200918e-12       0.000000000000e+00       1.052850990154e-11       1.792417704120e-12      -7.931618474613e-15 
   96       3.654732386356e-10       1.051773776992e-13      -3.158336146002e-12       0.000000000000e+00       1.024422717411e-11       1.751653706688e-12      -7.853068884500e-15 
   97       3.698889517706e-10       1.072460042382e-13      -3.251773373292e-12       0.000000000000e+00       9.970042441953e-12       1.712226250151e-12      -7.767574281250e-15 
   98       3.743342607767e-10       1.092905429995e-13      -3.345219624722e-12       0.000000000000e+00       9.705728005181e-12       1.674113639159e-12      -7.676595987463e-15 
   99       3.788086464946e-10       1.113087897547e-13      -3.438595500924e-12       0.000000000000e+00       9.450954855389e-12       1.637280576481e-12      -7.581721676864e-15 
  100       3.833114030007e-10       1.132985228526e-13      -3.531820489332e-12       0.000000000000e+00       9.205289197060e-12       1.601677685177e-12      -7.484668515706e-15 
  101       3.878416303716e-10       1.152575040712e-13      -3.624812992292e-12       0.000000000000e+00       8.968188968969e-12       1.567241030780e-12      -7.387286304170e-15 
  102       3.923982274489e-10       1.171834794689e-13      -3.717490355174e-12       0.000000000000e+00       8.739000365579e-12       1.533891643468e-12      -7.291560617766e-15 
  103       3.969798846039e-10       1.190741802359e-13      -3.809768894476e-12       0.000000000000e+00       8.516954358443e-12       1.501535040241e-12      -7.199615948730e-15 
  104       4.015853160426e-10       1.209273801617e-13      -3.901564444192e-12       0.000000000000e+00       8.301340736244e-12       1.470083121777e-12      -7.113264163947e-15 
  105       4.062140080423e-10       1.227410750438e-13      -3.992794018430e-12       0.000000000000e+00       8.092064492683e-12       1.439524260884e-12      -7.032573644593e-15 
  106       4.108655587732e-10       1.245133292143e-13      -4.083374426839e-12       0.000000000000e+00       7.889158463268e-12       1.409861835253e-12      -6.957111814766e-15 
  107       4.155394432358e-10       1.262422225450e-13      -4.173221809800e-12       0.000000000000e+00       7.692611008934e-12       1.381092469102e-12      -6.886380731850e-15 
  108       4.202350086586e-10       1.279258519201e-13      -4.262251672229e-12       0.000000000000e+00       7.502364488200e-12       1.353205801231e-12      -6.819815231389e-15 
  109       4.249514698951e-10       1.295623327105e-13      -4.350378917386e-12       0.000000000000e+00       7.318313729316e-12       1.326184253074e-12      -6.756781071967e-15 
  110       4.296879048204e-10       1.311498002473e-13      -4.437517880672e-12       0.000000000000e+00       7.140304502423e-12       1.300002796749e-12      -6.696573080087e-15 
  111       4.344432497286e-10       1.326864112950e-13      -4.523582363436e-12       0.000000000000e+00       6.968131991706e-12       1.274628723112e-12      -6.638413295050e-15 
  112       4.392162947297e-10       1.341703455259e-13      -4.608485666779e-12       0.000000000000e+00       6.801539267548e-12       1.250021409810e-12      -6.581449113829e-15 
  113       4.440056791467e-10       1.355998069930e-13      -4.692140625357e-12       0.000000000000e+00       6.640215758683e-12       1.226132089332e-12      -6.524751435953e-15 
  114       4.488098869124e-10       1.369730256040e-13      -4.774459641184e-12       0.000000000000e+00       6.483795724354e-12       1.202903617062e-12      -6.467312808384e-15 
  115       4.536272419669e-10       1.382882585951e-13      -4.855354717435e-12       0.000000000000e+00       6.331856726462e-12       1.180270239329e-12      -6.408045570392e-15 
  116       4.584561173468e-10       1.395438460515e-13      -4.934738613834e-12       0.000000000000e+00       6.184012059021e-12       1.158171809789e-12      -6.346003916746e-15 
  117       4.632956011354e-10       1.407383819793e-13      -5.012528399909e-12       0.000000000000e+00       6.040204051821e-12       1.136598895327e-12      -6.281084682806e-15 
  118       4.681449032131e-10       1.418705668966e-13      -5.088642399231e-12       0.000000000000e+00       5.900443723882e-12       1.115552744147e-12      -6.213408674638e-15 
  119       4.730031461250e-10       1.429391575781e-13      -5.162999149735e-12       0.000000000000e+00       5.764719327424e-12       1.095031225071e-12      -6.143104497741e-15 
  120       4.778693623677e-10       1.439429690062e-13      -5.235517447441e-12       0.000000000000e+00       5.632995650774e-12       1.075028723344e-12      -6.070308681752e-15 
  121       4.827424916752e-10       1.448808763229e-13      -5.306116390172e-12       0.000000000000e+00       5.505213321254e-12       1.055536036434e-12      -5.995165805145e-15 
  122       4.876213783059e-10       1.457518167806e-13      -5.374715421275e-12       0.000000000000e+00       5.381288108094e-12       1.036540269830e-12      -5.917828619945e-15 
  123       4.925047683289e-10       1.465547916943e-13      -5.441234373342e-12       0.000000000000e+00       5.261110225322e-12       1.018024732845e-12      -5.838458176422e-15 
  124       4.973913069102e-10       1.472888683929e-13      -5.505593511930e-12       0.000000000000e+00       5.144543634666e-12       9.999688344149e-13      -5.757223947802e-15 
  125       5.022795355993e-10       1.479531821705e-13      -5.567713579282e-12       0.000000000000e+00       5.031425348455e-12       9.823479789004e-13      -5.674303954968e-15 
  126       5.071678896158e-10       1.485469382382e-13      -5.627515838047e-12       0.000000000000e+00       4.921564732521e-12       9.651334618864e-13      -5.589884891167e-15 
  127       5.120546951355e-10       1.490694136754e-13      -5.684922114998e-12       0.000000000000e+00       4.814742809092e-12       9.482923659826e-13      -5.504162246711e-15 
  128       5.169381665773e-10       1.495199593813e-13      -5.739854844757e-12       0.000000000000e+00       4.710711559696e-12       9.317874566244e-13      -5.417340433683e-15 
  129       5.218165661346e-10       1.498980381383e-13      -5.792237839306e-12       0.000000000000e+00       4.609247116195e-12       9.155861869788e-13      -5.329628955204e-15 
  130       5.266887079228e-10       1.502033393770e-13      -5.841998599119e-12       0.000000000000e+00       4.510317411882e-12       8.996890508722e-13      -5.241230173220e-15 
  131       5.315535042669e-10       1.504356807476e-13      -5.889066339366e-12       0.000000000000e+00       4.413931690151e-12       8.841041577773e-13      -5.152350428243e-15 
  132       5.364098068763e-10       1.505949753247e-13      -5.933371335280e-12       0.000000000000e+00       4.320087956538e-12       8.688383638826e-13      -5.063203969958e-15 
  133       5.412564052922e-10       1.506812338175e-13      -5.974844971070e-12       0.000000000000e+00       4.228772667225e-12       8.538972330745e-13      -4.974013053622e-15 
  134       5.460920253353e-10       1.506945667796e-13      -6.013419788836e-12       0.000000000000e+00       4.139960417543e-12       8.392849979193e-13      -4.885008036463e-15 
  135       5.509153275526e-10       1.506351868187e-13      -6.049029537480e-12       0.000000000000e+00       4.053613630473e-12       8.250045206452e-13      -4.796427474086e-15 
  136       5.557249056654e-10       1.505034108067e-13      -6.081609221624e-12       0.000000000000e+00       3.969682245154e-12       8.110572541239e-13      -4.708518216866e-15 
  137       5.605192850163e-10       1.502996620898e-13      -6.111095150521e-12       0.000000000000e+00       3.888103405382e-12       7.974432028529e-13      -4.621535506357e-15 
  138       5.652969210169e-10       1.500244726980e-13      -6.137424986968e-12       0.000000000000e+00       3.808801148119e-12       7.841608839372e-13      -4.535743071684e-15 
  139       5.700561975951e-10       1.496784855554e-13      -6.160537796223e-12       0.000000000000e+00       3.731686091988e-12       7.712072880712e-13      -4.451413225953e-15 
  140       5.747954256423e-10       1.492624566896e-13      -6.180374094917e-12       0.000000000000e+00       3.656655125786e-12       7.585778405207e-13      -4.368826962642e-15 
  141       5.795128414614e-10       1.487772574423e-13      -6.196875899970e-12       0.000000000000e+00       3.583591096980e-12       7.462663621050e-13      -4.288274052008e-15 
  142       5.842066052135e-10       1.482238766787e-13      -6.209986777500e-12       0.000000000000e+00       3.512362500214e-12       7.342650301781e-13      -4.210053137487e-15 
  143       5.888747993656e-10       1.476034229973e-13      -6.219651891742e-12       0.000000000000e+00       3.442823165815e-12       7.225643396118e-13      -4.134471832090e-15 
  144       5.935155730195e-10       1.469171183276e-13      -6.225818446307e-12       0.000000000000e+00       3.374842839189e-12       7.111549232034e-13      -4.061771594234e-15 
  145       5.981275942106e-10       1.461662733439e-13      -6.228436953738e-12       0.000000000000e+00       3.308402974365e-12       7.000332975430e-13      -3.991893804563e-15 
  146       6.027096394557e-10       1.453523138170e-13      -6.227460184677e-12       0.000000000000e+00       3.243509836236e-12       6.891966120773e-13      -3.924690703322e-15 
  147       6.072604511680e-10       1.444767911507e-13      -6.222842837481e-12       0.000000000000e+00       3.180164324906e-12       6.786408124681e-13      -3.859998207190e-15 
  148       6.117787369428e-10       1.435413845419e-13      -6.214541589383e-12       0.000000000000e+00       3.118361841725e-12       6.683606122600e-13      -3.797635573375e-15 
  149       6.162631688435e-10       1.425479031416e-13      -6.202515147664e-12       0.000000000000e+00       3.058092155325e-12       6.583494645490e-13      -3.737405063716e-15 
  150       6.207123826871e-10       1.414982882147e-13      -6.186724300821e-12       0.000000000000e+00       2.999339267658e-12       6.485995336507e-13      -3.679091608777e-15 
  151       6.251249773303e-10       1.403946153008e-13      -6.167131969738e-12       0.000000000000e+00       2.942081280038e-12       6.391016667685e-13      -3.622462471949e-15 
  152       6.294995139553e-10       1.392390963744e-13      -6.143703258852e-12       0.000000000000e+00       2.886290259169e-12       6.298453656620e-13      -3.567266913547e-15 
  153       6.338345153552e-10       1.380340820055e-13      -6.116405507322e-12       0.000000000000e+00       2.831932103191e-12       6.208187583151e-13      -3.513235854909e-15 
  154       6.381284652205e-10       1.367820635197e-13      -6.085208340198e-12       0.000000000000e+00       2.778966407714e-12       6.120085706046e-13      -3.460081542495e-15 
  155       6.423798074243e-10       1.354856751591e-13      -6.050083719593e-12       0.000000000000e+00       2.727346331856e-12       6.034000979682e-13      -3.407497211982e-15 
  156       6.465869453084e-10       1.341476962421e-13      -6.011005995847e-12       0.000000000000e+00       2.677018464277e-12       5.949771770727e-13      -3.355156752367e-15 
  157       6.507482409689e-10       1.327710533243e-13      -5.967951958697e-12       0.000000000000e+00       2.627922689222e-12       5.867221574827e-13      -3.302714370064e-15 
  158       6.548620145425e-10       1.313588223587e-13      -5.920900888448e-12       0.000000000000e+00       2.579992052555e-12       5.786158733286e-13      -3.249804252999e-15 
  159       6.589265434916e-10       1.299142308562e-13      -5.869834607141e-12       0.000000000000e+00       2.533152627798e-12       5.706376149747e-13      -3.196040234716e-15 
  160       6.629400618906e-10       1.284406600459e-13      -5.814737529718e-12       0.000000000000e+00       2.487323382165e-12       5.627651006878e-13      -3.141015458466e-15 
  161       6.669008770892e-10       1.269415502604e-13      -5.755596066856e-12       0.000000000000e+00       2.442432744437e-12       5.549791896614e-13      -3.084390729467e-15 
  162       6.708077327954e-10       1.254201031537e-13      -5.692396666678e-12       0.000000000000e+00       2.398470236295e-12       5.472785489417e-13      -3.026169057193e-15 
  163       6.746594768853e-10       1.238795571557e-13      -5.625127696847e-12       0.000000000000e+00       2.355439172118e-12       5.396662354288e-13      -2.966444862652e-15 
  164       6.784549467410e-10       1.223232835809e-13      -5.553780125136e-12       0.000000000000e+00       2.313340311134e-12       5.321450647102e-13      -2.905317545411e-15 
  165       6.821929690757e-10       1.207547883431e-13      -5.478347567613e-12       0.000000000000e+00       2.272171800305e-12       5.247176045440e-13      -2.842891555729e-15 
  166       6.858723597605e-10       1.191777136709e-13      -5.398826336825e-12       0.000000000000e+00       2.231929117207e-12       5.173861683410e-13      -2.779276466705e-15 
  167       6.894919236492e-10       1.175958398226e-13      -5.315215489986e-12       0.000000000000e+00       2.192605012907e-12       5.101528086474e-13      -2.714587046417e-15 
  168       6.930504544052e-10       1.160130868015e-13      -5.227516877162e-12       0.000000000000e+00       2.154189454847e-12       5.030193106279e-13      -2.648943330062e-15 
  169       6.965467343265e-10       1.144335160711e-13      -5.135735189459e-12       0.000000000000e+00       2.116669569725e-12       4.959871855479e-13      -2.582470692101e-15 
  170       6.999795341719e-10       1.128613322701e-13      -5.039878007203e-12       0.000000000000e+00       2.080029586372e-12       4.890576642565e-13      -2.515299918397e-15 
  171       7.033476129872e-10       1.113008849276e-13      -4.939955848133e-12       0.000000000000e+00       2.044250778633e-12       4.822316906688e-13      -2.447567278359e-15 
  172       7.066497179301e-10       1.097566701785e-13      -4.835982215582e-12       0.000000000000e+00       2.009311408252e-12       4.755099152491e-13      -2.379414597082e-15 
  173       7.098845840971e-10       1.082333324783e-13      -4.727973646665e-12       0.000000000000e+00       1.975186667745e-12       4.688926884930e-13      -2.310989327488e-15 
  174       7.130509343487e-10       1.067356663185e-13      -4.615949760463e-12       0.000000000000e+00       1.941848623288e-12       4.623800544103e-13      -2.242444622469e-15 
  175       7.161474791354e-10       1.052686179416e-13      -4.499933306211e-12       0.000000000000e+00       1.909266157590e-12       4.559717440077e-13      -2.173939407030e-15 
  176       7.191729163236e-10       1.038372870566e-13      -4.379950211482e-12       0.000000000000e+00       1.877404912780e-12       4.496671687715e-13      -2.105638450426e-15 
  177       7.221259310214e-10       1.024469285535e-13      -4.256029630375e-12       0.000000000000e+00       1.846227233284e-12       4.434654141501e-13      -2.037712438306e-15 
  178       7.250051954046e-10       1.011029542191e-13      -4.128203991698e-12       0.000000000000e+00       1.815692108706e-12       4.373652330368e-13      -1.970338044854e-15 
